mex_sector,mex_subsector,ID,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Code
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",[4D] Humedales,[4D] HumedalesCO2,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80441357,0.07965241,0.19227372,0.08101875,0.08101875,0.08101875,0.4150074,0.0818297,0.28709214,0.26766879,0.08284166,0.08284166,0.08284166,0.08284166,0.1983408,0.16907443,0.10022242,0.17541102,0.10248526,0.10248526,MEX
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",[4E] Asentamientos,[4E] AsentamientosCO2,CO2,0.0686238,0.06841251,0.06820122,0.06798993,0.06777865,0.06756736,0.06735607,0.06714478,0.06693349,0.06672221,0.06828794,0.06839963,0.27157233,0.15387675,0.53186025,0.85614008,0.4238126,0.46463046,0.30951974,0.6631763,1.86892111,2.83480796,1.55691992,0.27693123,0.20697527,1.13337015,0.36372915,0.77478995,0.32298945,0.14672415,0.74031364,0.27689399,0.35747912,0.60944543,MEX
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",[4F] Otras tierras,[4F] Otras tierrasCO2,CO2,0.0686238,0.06841251,0.06820122,0.06798993,0.06777865,0.06756736,0.06735607,0.06714478,0.06693349,0.06672221,0.06828794,0.06839963,0.00022337,0.00022337,0.73267248,0.02126603,0.09037902,0.08940276,0.12486997,0.02187732,0.02187732,0.17803401,0.09146579,0.49885674,0.63799329,0.13112178,0.5446147,0.1585714,0.08508818,0.95226425,0.39236173,0.73471406,2.50458204,0.87769924,MEX
"[4] Uso de la tierra, cambios de uso de la tierra y silvicultura (UTCUTS)",[4G] Productos de madera recolectada,[4G] Productos de madera recolectadaCO2,CO2,0.50074705,-0.1514875,0.17265516,-0.140295,-0.39695105,0.19945417,0.04351391,-1.28578202,-2.12799726,-2.87423347,-3.85674862,-2.01658774,-2.22825657,-3.14774969,-5.13965861,-5.18130116,-5.76378215,-5.78041299,-2.61788206,-0.04114334,-1.57627722,-1.56656563,-1.86105613,-2.18394348,-2.02634951,-2.8880245,-3.63574526,-4.11565727,-3.89942364,-2.80983895,-1.91613659,-4.294217,-3.60550732,-6.85506044,MEX
[5] Residuos,[5A] Eliminación de residuos sólidos,[5A] Eliminación de residuos sólidosCH4,CH4,0.87501984,1.33385841,1.78204386,2.20502563,2.68859381,3.18689761,3.7039892,4.2533107,4.84375963,5.45420271,6.06455466,6.72111532,7.39679873,8.16260857,8.96295896,9.77914197,9.82661659,10.74441111,11.71201342,12.71746405,13.95344867,15.31230128,16.79128626,18.2353742,19.64246009,22.53768514,22.53768514,23.94421085,25.5597373,27.21038145,28.82633277,30.82364231,32.77511185,34.47101742,MEX
[5] Residuos,[5B] Tratamiento biológico de los residuos sólidos,[5B] Tratamiento biológico de los residuos sólidosCH4,CH4,0.0938989,0.09435662,0.09480701,0.09524268,0.09630436,0.09658547,0.09711997,0.09763505,0.09808846,0.09871084,0.09885439,0.09844322,0.10100079,0.1012234,0.10233544,0.10350907,0.10477077,0.1178404,0.11985422,0.12000203,0.13075615,0.13424743,0.12619122,0.12557953,0.12656396,0.12638972,0.09279601,0.0960808,0.09783237,0.0909693,0.10830445,0.11798625,0.10699096,0.09848479,MEX
[5] Residuos,[5B] Tratamiento biológico de los residuos sólidos,[5B] Tratamiento biológico de los residuos sólidosN2O,N2O,0.06665145,0.06697635,0.06729604,0.06760529,0.0683589,0.06855844,0.06893784,0.06930345,0.06962529,0.07006707,0.07016897,0.06987711,0.07169253,0.07185054,0.07263989,0.07347295,0.07436853,0.08364564,0.08507509,0.08518002,0.09281352,0.0952917,0.08957323,0.08913904,0.08983781,0.08971413,0.0658686,0.06820021,0.06944351,0.06457196,0.07687682,0.08374917,0.07594447,0.06990661,MEX
[5] Residuos,[5C] Incineración y quema a cielo abierto de residuos,[5C] Incineración y quema a cielo abierto de residuosCH4,CH4,0.82085949,0.85085003,0.88199846,0.91435256,0.9479623,0.98287966,1.02059141,1.0598117,1.10057038,1.111008,1.09455966,1.07849158,1.05732708,1.03495907,1.04331332,1.01631509,1.06701627,0.96579253,0.93513404,0.90218993,0.90254305,0.88787074,0.87363331,0.88767105,0.90477142,0.92512407,0.89327584,0.86295445,0.83409301,0.80665719,0.786936,0.7544961,0.77449933,0.78025972,MEX
[5] Residuos,[5C] Incineración y quema a cielo abierto de residuos,[5C] Incineración y quema a cielo abierto de residuosCO2,CO2,0.35545162,0.36843712,0.38192624,0.39595034,0.41055949,0.42567984,0.44200955,0.45899284,0.47664238,0.48116312,0.4740415,0.47173467,0.48493629,0.633562,0.63793974,0.6213207,0.68558539,0.58536098,0.98191771,0.94422114,0.92592934,0.93512101,0.96873875,1.07758142,1.26993747,1.43496509,1.48339388,1.50061382,1.54548217,1.62445607,1.68319199,1.73423922,1.92223362,2.07769723,MEX
[5] Residuos,[5C] Incineración y quema a cielo abierto de residuos,[5C] Incineración y quema a cielo abierto de residuosN2O,N2O,0.17928113,0.18583126,0.19263428,0.19970113,0.20704348,0.21466966,0.22290615,0.23147212,0.24037409,0.24265373,0.23906131,0.23569919,0.23169151,0.22680619,0.22863082,0.22273423,0.21758131,0.21169977,0.20569385,0.19904905,0.19786447,0.19737838,0.19673468,0.20105581,0.19958357,0.21041847,0.19818098,0.1909996,0.18351943,0.17826387,0.17287558,0.16554064,0.17035032,0.17221412,MEX
[5] Residuos,[5D] Tratamiento y eliminación de aguas residuales,[5D] Tratamiento y eliminación de aguas residualesCH4,CH4,9.87734065,10.54570506,11.25497062,12.21162985,12.92000415,13.88132147,14.41431501,15.34889201,15.78602836,15.17663396,15.43370475,16.07815029,16.23367029,16.36014523,15.89726596,16.93229361,17.67205601,18.64334757,19.45396646,20.33142262,21.24366944,21.36805883,20.94090429,20.89533212,21.2246184,21.28431527,21.23492669,20.89263637,20.91596027,20.59721469,23.11385313,23.13502092,23.15516191,23.61854853,MEX
[5] Residuos,[5D] Tratamiento y eliminación de aguas residuales,[5D] Tratamiento y eliminación de aguas residualesN2O,N2O,4.22664212,4.38396624,4.53943532,4.70449581,4.83083194,4.90156955,4.99402803,5.20522454,5.30203225,5.23730181,5.45043866,5.45829195,5.3722605,5.30284621,5.19874433,4.80708222,4.95147115,4.98872145,5.04925057,5.15212415,5.15608716,5.19189293,5.19207927,5.18583966,5.29276074,5.01643805,4.61712111,4.53348808,4.52067126,5.01945098,6.04411906,5.52061429,5.75680141,6.88025269,MEX
