sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,maximum_magnitude,strategy_PFLO_1,strategy_PFLO_2,year
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2015
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2016
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2017
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2018
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2019
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2020
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2021
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2022
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2023
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2024
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2025
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2026
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.0,0.0,2027
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.028787878787878786,0.028787878787878786,2028
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.05757575757575757,0.05757575757575757,2029
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.08636363636363636,0.08636363636363636,2030
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.11515151515151514,0.11515151515151514,2031
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.14393939393939395,0.14393939393939395,2032
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.17272727272727273,0.17272727272727273,2033
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.2015151515151515,0.2015151515151515,2034
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.2303030303030303,0.2303030303030303,2035
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.25909090909090904,0.25909090909090904,2036
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.2878787878787879,0.2878787878787879,2037
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.31666666666666665,0.31666666666666665,2038
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.34545454545454546,0.34545454545454546,2039
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.3742424242424242,0.3742424242424242,2040
Energy,ENTC,TFR:ENTC:TARGET_RENEWABLE_ELEC,ENTC: 95% of electricity is generated by renewables in final time period,Set a target for renewable electricity. Includes minimum targets for specific renewable energy technologies. ,"Implement a target production share from renewables (renewable technologies are specified in input file). Additinoally, can implement minimum shares from specific technology.",0.0,0.403030303030303,0.403030303030303,2041
