subsector_id,inventory_emission,ssp_emission,inventory_share,error,squared_error
frst - LULUCF - HWP:CO2,0.0,-42.853133347948415,0.0,4285313334.7948413,1.8363910377370483e+19
soil - LULUCF - Organic Soil:N2O,0.0,37.210194286636984,0.0,3721019428.663698,1.3845985588492714e+19
frst - LULUCF - Forest Land Removals:CO2,0.0,36.04018723963693,0.0,3604018723.9636927,1.2988950962680883e+19
soil - LULUCF - Organic Soil:CO2,0.0,7.45053980922374,0.0,745053980.9223739,5.5510543448827706e+17
frst - LULUCF - Forest Land:CH4,0.0,1.8803142930325611,0.0,188031429.30325612,3.5355818405825404e+16
lndu - LULUCF - Deforestation:CH4,0.0,0.8551172646767743,0.0,85511726.46767743,7312255363482885.0
ippu - IN - Industrial Processes:PFC,0.0,8.90699735332725e-06,0.0,890.699735332725,793346.0185217864
waso - Waste - Solid Waste:CO2,0.499232624,61.32629473830143,0.0007816231763263365,121.84111769083874,14845.257960152818
ippu - IN - Industrial Processes:HFC,0.751950825,22.724061313425388,0.0011772912346323528,29.220142415860717,853.8167228031826
lndu - LULUCF - Other Land:CO2,-2.128,-61.82904962987784,-0.00333170157409914,-28.05500465715596,787.0832863130425
ippu - IN - Industrial Processes:HFC,0.751950825,11.251871343943906,0.0011772912346323528,13.963573188856031,194.981376200539
entc - EN - Electricity/Heat:CH4,0.156112769,1.125135731568768,0.0002444178375067084,6.207198211292926,38.5293096342781
lsmm - AG - Livestock:N2O,1.719674942,12.319671547124104,0.0026924077590226724,6.163953596460888,37.99432393932312
ippu - IN - Industrial Processes:CH4,0.090519202,0.515804771423043,0.00014172131944999907,4.698290672515388,22.0739352434451
ippu - IN - Industrial Processes:HFC,0.751950825,4.107020015205766,0.0011772912346323528,4.461819887740089,19.907836710632978
ippu - IN - Industrial Processes:HFC,0.751950825,3.6163271362949407,0.0011772912346323528,3.8092600978293225,14.510462492914659
trww - Waste - Wastewater Treatment:N2O,2.078901332,9.310864014139943,0.003254830282058834,3.478742610836192,12.101650152447405
lndu - LULUCF - Deforestation:CO2,21.674,87.94539166636966,0.03393388153995524,3.0576447188240845,9.349191226552815
inen - EN - Manufacturing/Construction:CH4,0.107179429,0.3977259319612124,0.00016780539112328338,2.710841796449526,7.348663245377694
ippu - IN - Industrial Processes:HFC,0.751950825,2.6750774904561454,0.0011772912346323528,2.5575164970142565,6.540890632500074
inen - EN - Manufacturing/Construction:N2O,0.170688779,0.5986075013433834,0.0002672387564263911,2.5070112972878573,6.2851056447289455
lvst - AG - Livestock:CH4,44.01773834,126.07337988241164,0.06891633840021713,1.864149422897636,3.4750530708895897
inen - EN - Manufacturing/Construction:CO2,57.59916125,119.55179549574149,0.09018008280235676,1.0755822288121542,1.1568771309365211
waso - Waste - Solid Waste:N2O,0.029931983,0.06146469516475721,4.686298631438378e-05,1.0534785359851317,1.1098170257813764
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
