subsector_id,inventory_emission,ssp_emission,inventory_share,error,squared_error
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,0.0,0.0011772912346323528,0.9999999867012581,0.9999999734025165
ippu - IN - Industrial Processes:HFC,0.751950825,1.520354587919647e-09,0.0011772912346323528,0.9999999846793778,0.9999999693587558
ippu - IN - Industrial Processes:HFC,0.751950825,8.90547699873933e-06,0.0011772912346323528,0.9999881435373381,0.9999762872152519
ippu - IN - Industrial Processes:HFC,0.751950825,0.0001056646438604,0.0011772912346323528,0.9998594660196628,0.9997189517891253
ippu - IN - Industrial Processes:HFC,0.751950825,0.0173033804549307,0.0011772912346323528,0.9769886678097368,0.9545068570286442
ippu - IN - Industrial Processes:SF6,0.544237276,0.0175495866123996,0.0008520846753442802,0.9677537775087324,0.936547373882421
scoe - EN - Building:CH4,1.856098547,0.10126334851789981,0.0029059992719563093,0.945442897880611,0.8938622731528874
ippu - IN - Industrial Processes:HFC,0.751950825,0.0664901142295497,0.0011772912346323528,0.9115765005706127,0.8309717163925642
agrc - AG - Crops:N2O,29.45225777,2.9939976001583672,0.0461119048745689,0.898344037576926,0.8070220098500135
ippu - IN - Industrial Processes:CO2,57.58981049,9.442880970967108,0.09016544279210721,0.8360320879859969,0.6989496521422257
lsmm - AG - Livestock:CH4,44.01773834,7.32502674992431,0.06891633840021713,0.833589206658449,0.6948709654574625
scoe - EN - Building:CO2,33.64016419,5.8449966990965905,0.05266869736126716,0.8262494595939995,0.6826881694793763
scoe - EN - Building:N2O,1.020252312,0.1792697366511866,0.0015973572527578416,0.8242888128891839,0.67945204705426
agrc - AG - Crops:CO2,2.938055903,0.7937537955567667,0.00459996497970694,0.7298370660528791,0.5326621429846746
ippu - IN - Industrial Processes:HFC,0.751950825,0.2869924564813136,0.0011772912346323528,0.6183361290086025,0.38233956843734307
fgtv - EN - Fugitive Emissions:N2O,0.071320744,0.10780808771321351,0.0001116632683509031,0.5115950360425734,0.261729480903402
agrc - AG - Crops:CH4,1.144798849,0.5958343183429017,0.001792353443251966,0.4795292433612553,0.229948295238618
waso - Waste - Solid Waste:CH4,60.03885316,31.66350569404753,0.09399978457719883,0.4726164136681239,0.22336627446851923
fgtv - EN - Fugitive Emissions:CH4,26.07454172,15.062650585046432,0.040823586321634256,0.42232347739725995,0.17835711956091393
entc - EN - Electricity/Heat:N2O,0.233475473,0.3168254126039832,0.0003655406959152449,0.3569965399920952,0.12744652956632763
trns - EN - Transportation:N2O,1.48837706,1.9585444518369621,0.0023302764067927866,0.31589266007501865,0.09978817268927129
trww - Waste - Wastewater Treatment:CH4,23.36282676,16.47546468239638,0.036577991866399207,0.29480003192283305,0.08690705882170338
trns - EN - Transportation:CO2,144.6051099,103.49519231154616,0.2264008798292336,0.2842909051695339,0.08082131876211293
frst - LULUCF - Forest Land Sequestration:CO2,-200.67,-149.2305580055742,-0.3141788321778545,-0.2563384760900442,0.06570941432416615
ippu - IN - Industrial Processes:N2O,73.33845551,55.84395086863869,0.11482229683489978,0.2385447650529048,0.056903604934145556
trns - EN - Transportation:CH4,0.746002839,0.5926298767582523,0.0011679787748960183,0.2055929979990568,0.04226848082624018
entc - EN - Electricity/Heat:CO2,129.460961,106.03975107364242,0.20269045467485308,0.1809133019223335,0.032729622812441406
fgtv - EN - Fugitive Emissions:CO2,61.44151682,53.07052598108574,0.09619586386477104,0.1362432321141356,0.018562218296906234
ippu - IN - Industrial Processes:HFC,0.751950825,0.7029793763588342,0.0011772912346323528,0.06512586509883424,0.004241378304871556
scoe - EN - Other:CH4,0.0,0.0,0.0,0.0,0.0
ccsq - CCSQ:N2O,0.0,0.0,0.0,0.0,0.0
ccsq - CCSQ:CO2,0.0,0.0,0.0,0.0,0.0
ccsq - CCSQ:CH4,0.0,0.0,0.0,0.0,0.0
ippu - UNACCOUNTED:NF3,0.0,0.0,0.0,0.0,0.0
scoe - EN - Other:N2O,0.0,0.0,0.0,0.0,0.0
scoe - EN - Other:CO2,0.0,0.0,0.0,0.0,0.0
