strategy_id,time_period,nemomod_entc_discounted_capital_investment_fp_ammonia_production,nemomod_entc_discounted_capital_investment_fp_hydrogen_electrolysis,nemomod_entc_discounted_capital_investment_fp_hydrogen_gasification,nemomod_entc_discounted_capital_investment_fp_hydrogen_reformation,nemomod_entc_discounted_capital_investment_fp_hydrogen_reformation_ccs,nemomod_entc_discounted_capital_investment_fp_natural_gas_liquefaction,nemomod_entc_discounted_capital_investment_pp_biogas,nemomod_entc_discounted_capital_investment_pp_biomass,nemomod_entc_discounted_capital_investment_pp_coal,nemomod_entc_discounted_capital_investment_pp_coal_ccs,nemomod_entc_discounted_capital_investment_pp_gas,nemomod_entc_discounted_capital_investment_pp_gas_ccs,nemomod_entc_discounted_capital_investment_pp_geothermal,nemomod_entc_discounted_capital_investment_pp_hydropower,nemomod_entc_discounted_capital_investment_pp_nuclear,nemomod_entc_discounted_capital_investment_pp_ocean,nemomod_entc_discounted_capital_investment_pp_oil,nemomod_entc_discounted_capital_investment_pp_solar,nemomod_entc_discounted_capital_investment_pp_waste_incineration,nemomod_entc_discounted_capital_investment_pp_wind,nemomod_entc_discounted_operating_costs_fp_ammonia_production,nemomod_entc_discounted_operating_costs_fp_hydrogen_electrolysis,nemomod_entc_discounted_operating_costs_fp_hydrogen_gasification,nemomod_entc_discounted_operating_costs_fp_hydrogen_reformation,nemomod_entc_discounted_operating_costs_fp_hydrogen_reformation_ccs,nemomod_entc_discounted_operating_costs_fp_natural_gas_liquefaction,nemomod_entc_discounted_operating_costs_pp_biogas,nemomod_entc_discounted_operating_costs_pp_biomass,nemomod_entc_discounted_operating_costs_pp_coal,nemomod_entc_discounted_operating_costs_pp_coal_ccs,nemomod_entc_discounted_operating_costs_pp_gas,nemomod_entc_discounted_operating_costs_pp_gas_ccs,nemomod_entc_discounted_operating_costs_pp_geothermal,nemomod_entc_discounted_operating_costs_pp_hydropower,nemomod_entc_discounted_operating_costs_pp_nuclear,nemomod_entc_discounted_operating_costs_pp_ocean,nemomod_entc_discounted_operating_costs_pp_oil,nemomod_entc_discounted_operating_costs_pp_solar,nemomod_entc_discounted_operating_costs_pp_waste_incineration,nemomod_entc_discounted_operating_costs_pp_wind
0,21,0,0,0,0,0,0,0.042285230382967,0,0,0,1109.27075165151,0,59.5863861064325,0,0,0,841.311948454384,453.039945229732,52.6530165577576,0,0,0,0,312.900164308755,0,0,0.956515310524255,3.54003215250977,697.240590258438,0,4828.35676238183,0,70.8343192684425,692.692740991814,114.805833393649,0,2996.69254033138,119.077069931864,0.001,405.345370064508
0,22,0,0,0,0,0,0,0.859081396278734,0,0,0,1007.26476310476,0,63.211386316338,0,0,0,338.574902036344,97.1169502795099,55.4481614998482,255.775744420087,0,0,0,353.315244519153,0,0,0.965162574266552,3.45917770532139,706.188443588022,0,5031.99236392618,0,71.2486930171829,666.104374846611,114.805833393649,0,3079.05494724604,117.699173672581,0.001,410.07481065248
0,23,0,0,0,0,0,0,0.881211622885984,0,0,0,1059.60542217319,0,67.0714571725574,0,0,0,374.030055246439,0,58.3974213528807,409.08303802445,0,0,0,394.172165358582,0,0,0.974044001319952,4.83969404850054,619.208774634322,0,5257.43693199513,0,71.7401991691556,651.587632884799,114.805833393649,0,3166.98356029137,115.010920821307,0.001,418.453860217166
0,24,0,0,0,0,0,0,0.891174552527005,0,0,0,1514.42314838269,0,70.9513795654009,209.527491146007,0,0,565.288087283039,241.660424353726,61.3265466984793,461.983641704564,0,0,0,435.488351821095,0,0,0.983148446727976,3.66460834782188,629.351814885945,0,5391.79646287818,0,72.3059909385227,640.660999503095,114.805833393649,0,3262.16220678128,115.688821690784,0.001,432.37286567111
0,25,0,0,0,0,0,0,0.84707020829003,0,5005.88727329537,0,15324.3923357721,0,74.6927953439835,7669.03339853619,0,0,103.237396804406,250.95483789254,64.0500737997998,2292.89527012419,0,0,0,477.243282436097,0,0,0.992446867291579,2.26320982674531,498.598078717312,0,5603.82135246221,0,72.9377273391646,745.993254941145,114.805833393649,0,3357.93842664678,116.463979333774,0.001,505.648385500082
0,26,0,0,0,0,0,0,0.871164884566089,0,403.419829478439,0,1323.16975993563,0,76.9512075850709,840.331401803106,0,0,3289.43632224057,255.003505114825,64.5025442143604,350.870384337187,0,0,0,519.23399199054,0,0,1.00093281065749,2.23339276542694,513.745793595987,0,5821.13838506799,0,73.5888426022441,742.264479382617,114.805833393649,0,3457.10389237557,117.261371696153,0.001,511.882465331343
0,27,0,0,0,0,0,0,0.102420482384551,0,418.025245009848,0,1815.68192921219,0,79.3425975238272,828.910792818817,0,0,112.270038929898,342.445332207227,492.447197109509,671.150275478278,0,0,0,561.386938450027,0,0,1.00945818765396,1.83795168143306,529.44191649526,0,6047.49901687651,0,74.2613984046523,738.899357306986,114.805833393649,0,3559.86940331613,118.083897695685,0.001,518.269151906759
0,28,0,0,0,0,0,0,0.438952206807252,0,1399.34176009838,0,1287.28173142094,0,99.0744069146646,780.927557403768,0,0,118.020332006199,305.2671506637,507.515147772553,169.619640566112,0,0,0,603.580289294336,0,0,1.02139123985962,1.81421237187101,555.298002093301,0,6281.85103224751,0,75.3815682038956,734.864865605328,114.805833393649,0,3665.753364913,118.910696449303,0.001,514.691213796001
0,29,0,0,0,0,0,0,0.0938311597030941,0,8746.51502181449,0,1360.40250758968,0,253.365399287117,930.39454037343,0,0,498.12703120207,737.065240888707,504.349066675956,1193.04126282839,0,0,0,645.768702418472,0,0,1.02995197744428,1.79101526833496,572.263443383802,0,6525.30375073283,0,80.1917836223166,733.136191595142,114.805833393649,0,3776.18387512386,121.166305772294,0.001,511.864764306308
0,30,0,0,0,0,0,0,0.0865001414072073,0,531.695071359904,0,4252.99921538654,0,91.3621203643114,1297.56961956875,1462.43874722221,0,1196.39664137907,1714.64829372743,416.011574465329,498.091583582577,0,0,0,687.908625704495,0,0,1.03852788876501,0,590.200283641163,0,6778.01744048666,0,80.9284919035414,736.185175918884,101.748318076148,0,3891.70236858204,124.809376958329,0.001,518.82890632178
0,31,0,0,0,0,0,0,0.082461476934075,0,514.016186210604,0,1442.49221139747,0,93.4325643006981,808.104756890521,0,0,1134.47073799074,391.780106730732,544.15867403388,1178.12099331677,0,0,0,729.899046339524,0,0,1.04621503881549,0,608.311806801624,0,7039.5472696212,0,81.6691842014228,732.635332739036,101.748318076148,0,4010.4381237635,125.858313756459,0.001,515.173943845266
0,32,0,0,0,0,0,0,0.0501276500197207,0,498.985822927844,0,1484.86808976086,0,95.622603088662,730.816332835155,0,0,1783.04822865401,1155.36556670609,127.700095158644,215.085686377164,0,0,0,771.666994911205,0,0,1.05355382709547,0,626.644770963939,0,7310.35273202329,0,82.4160391367377,727.84050676729,101.748318076148,0,4132.57671222675,127.029267760953,0.001,513.075614540317
0,33,0,0,0,0,0,0,0,0,509.891576227282,0,3500.76922365209,0,0,793.853727884187,0,0,450.797941773899,401.973266115219,121.755529162019,906.884868107858,0,0,0,813.201103915208,0,0,1.06039893523864,0,645.514379490068,0,7591.47593329567,0,80.9581057192069,724.19496071246,101.748318076148,0,4258.62929584388,128.923482333522,0.001,511.603058321307
0,34,0,0,0,0,0,0,0,0,528.493788732132,0,1588.56408919163,0,0,799.796161596769,0,0,1661.73788919886,709.923288490382,112.26730705994,378.874805722707,0,0,0,854.512984954297,0,0,1.06728083134269,0,665.072545044387,0,7884.30741381132,0,79.5478722817526,720.789759942904,101.748318076148,0,4389.28192565963,130.835834890479,0.001,510.25387135398
0,35,0,0,0,0,0,0,0,0,550.250289259489,0,4160.9639599992,0,84.511266417472,750.383670556142,0,0,485.41163941425,348.064273360653,101.368801915676,240.655612230488,0,0,0,895.585417986055,0,0,1.07420523327928,0,685.403098224793,0,8189.90135885882,0,80.0282449704086,716.693877214089,101.748318076148,0,4525.01322697006,132.19653595968,0.001,508.788570167033
0,36,0,0,0,0,0,0,0,0,624.258148818142,0,2384.32811579096,0,111.285181173515,808.338967311305,0,0,550.660661371443,363.65384741259,107.015248040052,398.110432160113,0,0,0,952.694626070965,0,0,1.07953702035826,0,708.466916196542,0,8532.45719201659,0,82.7514310534862,729.265066035292,101.748318076148,0,4678.98952683738,137.022029266016,0.001,521.467898147197
0,37,0,0,0,0,0,0,0.0727108729909397,0,638.385322708442,0,3045.96827590222,0,113.802873410216,808.23323422877,0,0,1346.39013012662,2049.44628804193,110.505589328674,504.619034897076,0,0,0,1011.39832046502,0,0,1.0856172972466,0,732.052565978714,0,8885.62446747565,0,85.5362259185074,741.834610508519,101.748318076148,0,4836.44935371832,141.956199116469,0.001,534.434538815296
0,38,0,0,0,0,0,0,0.0737051860509215,0,660.526786556224,0,4123.98037995172,0,115.702069563529,822.065289358809,0,0,572.516281836405,378.283134743157,111.822995596424,621.642187918702,0,0,0,1071.5885494346,0,0,1.09168774066849,0,756.146702112656,0,9247.95925576419,0,88.3674947567853,754.619269412519,101.748318076148,0,4996.53694463141,146.97581529155,0.001,547.254789926162
0,39,0,0,0,0,0,0,0.0747376786074757,0,678.036934546676,0,3601.85520241764,0,117.627643940334,0,0,0,582.044397331064,838.961236097807,113.089583860527,817.605028511111,0,0,0,1133.27438551336,0,0,1.09775021339494,0,780.706998622372,0,9619.63910435559,0,91.245883052385,754.619269412519,101.748318076148,0,5159.28879698997,152.080756696494,0.001,570.143182468501
0,40,0,0,0,0,0,0,0.0756063454276663,0,685.668419489426,0,2670.08349190367,0,118.949677916156,0,5595.30869771664,0,1322.90305229023,426.456962396795,115.518921871948,2628.22992885574,0,0,0,1196.33403884054,0,0,1.10376603252974,0,805.543441135241,0,9999.20802363975,0,94.1566219672346,754.619269412519,101.748318076148,0,5323.86984078046,157.243146729172,0.001,592.672986112553
0,41,0,0,0,0,0,0,0.0722948040783277,0,693.723867246741,0,2724.21062043367,0,456.668664573945,0,0,0,595.491820201549,502.671312474086,116.790040426925,524.505504502414,0,0,0,1260.77763486412,0,0,1.10974173206477,0,830.671390410725,0,10386.933606388,0,97.1015118987102,754.619269412519,101.748318076148,0,5490.38187533558,162.466177591374,0.001,614.879578389938
0,42,0,0,0,0,0,0,0.889032534024361,0,704.274707747517,0,3501.8235050071,0,122.173978077103,0,0,0,604.540540449348,399.598551228235,119.495904623456,765.617891869731,0,0,0,1326.69532613936,0,0,1.11570579545724,0,856.181262721784,0,10784.0363833612,0,100.091150530785,754.619269412519,101.748318076148,0,5659.4241223447,167.768638016014,0.001,636.888178363714
0,43,0,0,0,0,0,0,0.911125538873772,0,715.207653336415,0,4477.30318165078,0,1526.44485977543,0,0,0,613.917290883935,464.793710898605,122.352006036924,910.145778377013,0,0,0,1394.10384303826,0,0,1.12166244701364,0,882.086899579027,0,11190.7961899013,0,103.127160073367,754.619269412519,101.748318076148,0,5831.08830593984,173.153404990037,0.001,658.724177775227
0,44,0,0,0,0,0,0,0.921182464512289,0,728.641404345275,0,2961.06285056824,0,163.644870076415,0,0,0,625.441539231271,520.636784001322,125.651771636665,961.00674233492,0,0,0,1463.10471021786,0,0,1.12763781565826,0,908.478909456572,0,11608.4807817684,0,106.220160563262,754.619269412519,101.748318076148,0,6005.97491169974,178.639307904506,0.001,680.50280956853
0,45,0,0,0,0,0,0,0.877302551618808,0,641.506021893687,0,3928.25247240082,0,168.862256950538,0,0,0,639.23028007334,816.131167197108,129.413060119071,2753.6211872904,0,0,0,1533.8126860799,0,0,1.13365787451703,0,934.420775315878,0,12038.4898412008,0,109.381350611256,754.619269412519,101.748318076148,0,6184.71713933987,184.671722050216,0.001,702.983002829616
6003,8,0,0,0,0,0,0,0.0553244572402161,0,0,0,1968.13547330658,0,0,0,0,0,0,0,51.3702886944228,0,0,0,0,0,0,0,0.844609111641279,19.1775001873774,814.128693788202,0,3116.67367084265,0,204.836243763301,925.728105933673,223.90245882803,0,1772.67431595319,111.453737883367,0.001,287.673332343138
6003,9,0,0,0,0,0,0,0.0481266124432683,0,0,0,0,0,0,0,0,0,0,837.519583549652,40.4546794417684,1081.95390043055,0,0,0,0,0,0,0.854192392580869,17.8030620313161,631.008285937834,0,2962.89615439279,0,202.012622293767,910.69299848526,222.43414824856,0,2527.21840586155,119.899179651987,0.001,352.090855952323
6003,10,0,0,0,0,0,0,0.0407145837518571,0,0,0,2510.69630816525,0,0,0,5595.30869771125,0,0,68.982526280304,27.9242179377258,107.17527597453,0,0,0,0,0,0,0.862299742644047,16.912008990252,632.97299061853,0,3389.1000984083,0,197.622223215752,890.983658063867,120.572740913239,0,2544.55952710206,118.045282651776,0.001,346.646780586435
6003,11,0,0,0,0,0,0,3.67850287041128,0,0,0,236.286874224278,0,355.99604591128,0,0,0,0,32.4470053154451,0,935.326059045651,0,0,0,0,0,0,1.59478691875255,110.327948763442,633.286541559363,0,3650.99922303614,0,85.8278359266395,865.812938291334,114.805833393649,0,2547.32702948218,115.755708518153,0.001,401.641342524858
6003,12,0,0,0,0,0,0,3.78728473620284,0,0,0,869.027786456815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34893544038464,190.421528793732,633.897120056162,0,4029.84389235851,0,69.2137426259091,846.734846288959,114.805833393649,0,2552.71619348423,113.111844480039,0.001,383.231838120553
6003,13,0,0,0,0,0,0,3.89474615269727,0,0,0,1902.6070227383,0,1577.97607816132,0,0,0,0,21.9250363963571,0,665.402218375763,0,0,0,0,0,0,3.12448237117437,12.3744733265018,634.595085814327,0,4145.64644487649,0,67.9185120836371,828.092498548923,114.805833393649,0,2519.5760213334,110.821579064974,0.001,413.965231244203
6003,14,0,0,0,0,0,0,4.0358133656175,0,0,0,1356.44798884186,0,23.1242747578563,0,0,0,0,92.093094034448,0,43.7374475013419,0,0,0,37.4366132253525,0,0,3.92811951368164,10.4233230922928,637.710158336717,0,3974.84442597506,0,67.2583938395799,809.875942641916,114.805833393649,0,2547.07066254564,109.569151353288,0.001,407.318748228277
6003,15,0,0,0,0,0,0,4.21061294975918,0,0,0,386.638948188984,0,24.9887489981913,0,0,0,0,317.208468840337,0,0,0,0,0,74.3886366331661,0,0,4.76656387485463,8.24315052693025,641.125180330398,0,3882.15207719933,0,66.6719093081121,792.075453438003,114.805833393649,0,2577.21275515286,111.657674032312,0.001,392.857214937619
6003,16,0,0,0,0,0,0,4.41401013312043,0,0,0,409.646789692238,0,85.9767123892202,0,0,0,0,333.943644065516,0,0,0,0,0,110.901155786489,0,0,5.64550999277956,7.62846962346627,644.742936198095,0,3905.05476800115,0,66.1312726289216,774.681528055523,114.805833393649,0,2597.29726224918,113.903882510671,0.001,378.507764386781
6003,17,0,0,0,0,0,0,4.66409552881392,0,0,0,1145.97107642827,0,28.4257052395026,0,0,0,0,238.727552624684,0,0,0,0,0,147.017305786912,0,0,6.57425472490457,6.96430689555285,648.667033032497,0,3924.12549369764,0,65.6583351186182,757.684880304883,114.805833393649,0,2580.53042642123,114.70588676094,0.001,368.587821249296
6003,18,0,0,0,0,0,0,4.95638702190045,0,0,0,2059.68662853906,0,30.6406353316688,0,0,0,0,528.937944912784,0,0.71103697047246,0,0,0,182.77832198928,0,0,7.56120242109239,4.38023132703945,652.918439664118,0,4013.96792542099,0,65.253886244728,741.076436647682,114.805833393649,0,2612.54734393183,119.579398679447,0.001,352.095699823208
6003,19,0,0,0,0,0,0,5.29169770768589,0,0,0,511.098673149325,0,32.7970612500325,0,0,0,0,45.2993588557187,0,199.067883909493,0,0,0,218.223578960276,0,0,8.61491933997828,4.23209472400168,657.492348341336,0,4117.11708581747,0,64.9126578654105,724.847330135394,114.805833393649,0,2652.91814657405,117.486070767369,0.001,350.971553587777
6003,20,0,0,0,0,0,0,5.6695425680616,0,0,0,1416.86779837931,0,35.2372205617083,0,0,0,0,32.8544963037808,0,2110.14221585442,0,0,0,253.390616190462,0,0,9.74387516026887,4.13543354585582,662.431851465508,0,4281.00046384649,0,64.640285116578,708.170269411722,114.805833393649,0,2696.51580447439,115.262271305942,0.001,350.86858388051
6003,21,0,0,0,0,0,0,6.07333455595509,0,0,0,591.951194063161,0,37.4984522888772,0,0,0,0,0,0,169.926392113217,0,0,0,288.315151398781,0,0,10.9532366410596,3.54003215250977,667.715519502085,0,4390.12036301326,0,64.4277835473151,692.692740991814,114.805833393649,0,2727.68156273045,112.629677390494,0.001,352.377549595488
6003,22,0,0,0,0,0,0,7.33954193133419,0,0,0,719.423145811885,0,40.3765129589769,0,0,0,0,0,0,176.87886689801,0,0,0,323.031080703226,0,0,12.2523149318884,3.45917770532139,673.430994782266,0,4539.73715775747,0,64.2899338325576,666.104374846611,114.805833393649,0,2778.12820275456,110.057211998547,0.001,353.982258816183
6003,23,0,0,0,0,0,0,7.84371725729781,0,0,0,778.464899510846,0,43.4212950534195,0,0,0,48.1593634504183,0,0,270.152738406361,0,0,0,357.570464289571,0,0,13.6476153099265,2.84603934935013,583.08800505321,0,4707.05154598845,0,64.227676372748,651.587632884799,114.805833393649,0,2833.11234800946,107.543501793739,0.001,356.159751702828
6003,24,0,0,0,0,0,0,8.36370103161138,0,0,0,1292.67971840267,0,46.4461956207804,0,0,0,224.182318981297,0,0,232.381043001129,0,0,0,391.939516638985,0,0,15.1446973407506,2.13446439916607,589.727842567321,0,4791.80566400144,0,64.2371366323876,637.40245357008,114.805833393649,0,2893.95953234124,105.087204828312,0.001,359.384766449433
6003,25,0,0,0,0,0,0,8.85224914261555,0,3435.08039263103,0,14748.6435321606,0,49.301470777867,2237.5783533311,0,0,2721.3929075573,0,0,999.372765940451,0,0,0,426.110073603658,0,0,16.7480385331747,2.26320982674531,439.617004860515,0,4941.32064450068,0,64.3096445872107,658.33980929149,114.805833393649,0,2983.70975997657,102.68700974654,0.001,367.441107168318
6003,26,0,0,0,0,0,0,9.40272152294499,0,266.164261464196,0,908.574372766578,0,50.7700907070882,1011.50337345648,0,0,3320.76007261382,168.243637645227,0,0,0,0,0,459.892964334479,0,0,18.4553829659883,2.23339276542694,449.61101122546,0,5094.93339451837,0,64.4021894675123,659.275086751405,114.805833393649,0,3049.81478096548,102.622745652012,0.001,359.048740688464
6003,27,0,0,0,0,0,0,9.17923109954852,0,275.87687092778,0,1386.40374696053,0,52.3623580093582,1343.65327331528,0,0,140.54551477325,254.290545026648,0,329.320746597432,0,0,0,493.218524495381,0,0,20.2713413153818,1.83795168143306,459.969709229566,0,5254.54881749064,0,64.5169805543243,665.810657181926,114.805833393649,0,3118.29967895051,102.589187587047,0.001,351.944785060087
6003,28,0,0,0,0,0,0,9.72185919869548,0,283.702219814508,0,876.872133725579,0,53.5798637370681,1058.86873677287,0,0,143.064695134025,215.913046044442,383.445922574691,8.36565345875774,0,0,0,525.977109242207,0,0,22.1962039524284,1.81421237187101,470.622235511562,0,5419.4514994939,0,64.6424421437295,667.768020932751,114.805833393649,0,3188.71250180106,102.567664650856,0.001,344.313706561129
6003,29,0,0,0,0,0,0,10.2591196325872,0,8565.07115222421,0,902.907857506486,0,54.8902836203182,914.600818729312,0,0,395.401210284526,540.520767494298,396.089506849138,1062.4240191583,0,0,0,558.128664233108,0,0,24.2294826274978,1.79101526833496,481.590107297707,0,5589.97219954965,0,64.7803296819465,667.326218962887,114.805833393649,0,3261.19408347384,102.560764320716,0.001,339.144487228704
6003,30,0,0,0,0,0,0,10.790004408461,0,301.125565032909,0,3781.57931671258,0,56.3019946640737,747.385332326213,1462.43874722761,0,931.786524588016,1411.21304073108,303.989428729296,585.854756482505,0,0,0,589.635964889567,0,0,26.369950428191,0,492.896849972442,0,5766.47307403201,0,64.9324916922047,663.321906358306,101.748318076148,0,3335.89789545902,102.571191628667,0.001,354.159453444322
6003,31,0,0,0,0,0,0,14.9154490320393,0,310.767665439163,0,954.657963284509,0,57.4441695826399,514.942664700868,0,0,861.580756201657,276.193207317772,428.925635823789,1042.41044824346,0,0,0,620.414189388595,0,0,28.6075234985347,0,504.511243272846,0,5948.44669301969,0,65.0909831541364,656.877041507956,101.748318076148,0,3412.4983479302,102.586184477648,0.001,354.241071430316
6003,32,0,0,0,0,0,0,15.5192143269541,0,325.936748356722,0,975.934496959269,0,58.6888051882538,540.750642420363,0,0,1501.23483094259,1029.1863654581,8.74384671458527,179.331206476241,0,0,0,650.405038568016,0,0,30.943660856305,0,516.505961821019,0,6136.20977471986,0,65.2579163618543,650.856658933617,101.748318076148,0,3491.14926230423,102.608905413321,0.001,354.211263821581
6003,33,0,0,0,0,0,0,16.107307424219,0,334.713165524527,0,2971.79323400868,0,60.2240653433772,523.490205442101,0,0,158.064565230088,220.56981231449,0,813.29206428742,0,0,0,679.603779700568,0,0,33.3755046889643,0,528.862901605353,0,6330.60896765327,0,65.440008761625,644.764765927285,101.748318076148,0,3572.25339902132,102.649706033628,0.001,354.612431817277
6003,34,0,0,0,0,0,0,16.7155071975055,0,330.106687060937,0,1041.57694528955,0,62.1478871073437,525.038946990245,0,0,1355.43665561552,526.134738482736,0,241.449743943457,0,0,0,708.025044676417,0,0,35.9003669647416,0,541.509491905662,0,6532.78784834406,0,65.6459586033696,638.900762696781,101.748318076148,0,3656.34949940629,102.721930997581,0.001,355.172349885924
