var,0,6003,6004,6005
nemomod_entc_discounted_capital_investment_fp_ammonia_production,0,0,0,0
nemomod_entc_discounted_capital_investment_fp_hydrogen_electrolysis,0,0,0,0
nemomod_entc_discounted_capital_investment_fp_hydrogen_gasification,0,0,0,0
nemomod_entc_discounted_capital_investment_fp_hydrogen_reformation,0,0,0,0
nemomod_entc_discounted_capital_investment_fp_hydrogen_reformation_ccs,0,0,0,0
nemomod_entc_discounted_capital_investment_fp_natural_gas_liquefaction,0,0,0,0
nemomod_entc_discounted_capital_investment_pp_biogas,9.7890038543421,426.524056881612,3359.29806615679,4017.44307240004
nemomod_entc_discounted_capital_investment_pp_biomass,0,0,0,0
nemomod_entc_discounted_capital_investment_pp_coal,25876.7511311023,18713.2526569834,3889.73000635393,3886.65511062762
nemomod_entc_discounted_capital_investment_pp_coal_ccs,0,0,0,0
nemomod_entc_discounted_capital_investment_pp_gas,93375.5533794415,72686.0722199937,12893.3715740118,13760.208436231
nemomod_entc_discounted_capital_investment_pp_gas_ccs,0,0,105464.120458424,0
nemomod_entc_discounted_capital_investment_pp_geothermal,6613.95817416845,5435.46736246254,19892.9511945456,56613.3751426148
nemomod_entc_discounted_capital_investment_pp_hydropower,18878.2869423117,11702.0062873348,0,0
nemomod_entc_discounted_capital_investment_pp_nuclear,12653.0561426555,12653.0561426501,12659.9172494075,15255.1120932236
nemomod_entc_discounted_capital_investment_pp_ocean,0,0,0,0
nemomod_entc_discounted_capital_investment_pp_oil,20405.2951864094,15234.4103985189,0,0
nemomod_entc_discounted_capital_investment_pp_solar,16792.9431291106,12888.32414162,37091.5417015088,89421.1457625892
nemomod_entc_discounted_capital_investment_pp_waste_incineration,4994.35896784651,1640.94352676542,1329.79050820497,1329.79050820497
nemomod_entc_discounted_capital_investment_pp_wind,26384.9202444786,18602.0965085626,40389.0674738236,67652.7837429619
nemomod_entc_discounted_operating_costs_fp_ammonia_production,0,0,0,0
nemomod_entc_discounted_operating_costs_fp_hydrogen_electrolysis,0,0,21146.4693193957,21935.5139755776
nemomod_entc_discounted_operating_costs_fp_hydrogen_gasification,0,0,0,0
nemomod_entc_discounted_operating_costs_fp_hydrogen_reformation,22485.904861067,18448.6326461914,11009.4319991282,12531.1723948408
nemomod_entc_discounted_operating_costs_fp_hydrogen_reformation_ccs,0,0,0,0
nemomod_entc_discounted_operating_costs_fp_natural_gas_liquefaction,0,0,0,0
nemomod_entc_discounted_operating_costs_pp_biogas,37.9917814426369,947.755240664928,7409.76900049255,7503.34062842596
nemomod_entc_discounted_operating_costs_pp_biomass,400.700069978051,434.943027347919,336.913560386333,340.267032798225
nemomod_entc_discounted_operating_costs_pp_coal,26001.6070642883,22844.3324323902,12013.1293803911,12062.8681377424
nemomod_entc_discounted_operating_costs_pp_coal_ccs,0,0,0,0
nemomod_entc_discounted_operating_costs_pp_gas,249289.691435692,212198.092831992,70028.9233177885,70908.2391947939
nemomod_entc_discounted_operating_costs_pp_gas_ccs,0,0,111178.423230432,0
nemomod_entc_discounted_operating_costs_pp_geothermal,3427.55227748591,3015.20375949655,7201.0416789227,20636.9398860488
nemomod_entc_discounted_operating_costs_pp_hydropower,28789.0542284433,27008.6435458328,23758.2352034116,23764.6000959607
nemomod_entc_discounted_operating_costs_pp_nuclear,4376.19327168742,4376.19327168753,4377.58356106151,4755.45883330346
nemomod_entc_discounted_operating_costs_pp_ocean,0,0,0,0
nemomod_entc_discounted_operating_costs_pp_oil,143654.576991189,123559.047818151,44687.6325061366,45120.3219684103
nemomod_entc_discounted_operating_costs_pp_solar,4950.23079877545,4266.30996950895,7879.68305658301,17141.5932669967
nemomod_entc_discounted_operating_costs_pp_waste_incineration,0.038,0.038,0.038,0.038
nemomod_entc_discounted_operating_costs_pp_wind,18467.6348731409,14350.6175441134,32027.8502383725,49118.1706515456
