mex_sector,mex_subsector,ID,year,Gas,value
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2001,CH4,23532334.96
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2001,N2O,25686.98
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2002,CO2,345317129.50
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2002,CH4,948366.26
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2002,N2O,3344859.02
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2002,CO2,15582586.88
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2002,CH4,22509509.10
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2002,N2O,20547.31
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2003,CO2,358427398.20
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2003,CH4,957019.33
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2003,N2O,3460434.73
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2003,CO2,15662604.15
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2003,CH4,23456024.42
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2003,N2O,19875.91
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2004,CO2,373646132.70
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2004,CH4,991622.09
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2004,N2O,3593575.28
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2004,CO2,13546671.72
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2004,CH4,22102251.42
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2004,N2O,13616.71
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2005,CO2,385162739.90
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2005,CH4,995978.99
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2005,N2O,3653158.65
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2005,CO2,13909971.78
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2005,CH4,22689253.58
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2005,N2O,15394.97
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2006,CO2,391660042.20
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2006,CH4,992454.10
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2006,N2O,3709803.12
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2006,CO2,15865194.13
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2006,CH4,24461915.99
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2006,N2O,20981.64
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2007,CO2,405780440.60
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2007,CH4,1020316.86
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2007,N2O,3767916.99
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2007,CO2,21914401.68
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2007,CH4,31624434.31
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2007,N2O,38362.65
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2008,CO2,412711655.90
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2008,CH4,1037973.95
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2008,N2O,3762032.93
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2008,CO2,39498249.31
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2008,CH4,48013005.81
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2008,N2O,88134.66
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2009,CO2,408862250.70
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2009,CH4,965460.50
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2009,N2O,3502902.43
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2009,CO2,32903252.81
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2009,CH4,42261582.75
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2009,N2O,68958.85
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2010,CO2,413115615.90
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2010,CH4,1034791.14
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2010,N2O,3358572.74
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2010,CO2,22624860.61
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2010,CH4,30492168.34
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2010,N2O,41454.80
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2011,CO2,437066812.70
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2011,CH4,1073094.49
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2011,N2O,3304805.50
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2011,CO2,16975568.16
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2011,CH4,26125695.37
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2011,N2O,25643.82
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2012,CO2,434485215.10
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2012,CH4,1056672.89
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2012,N2O,3166503.12
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2012,CO2,12315467.93
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2012,CH4,20995880.93
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2012,N2O,12220.50
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2013,CO2,435242150.10
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2013,CH4,1079732.46
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2013,N2O,3054938.76
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2013,CO2,12748299.70
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2013,CH4,20285637.30
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2013,N2O,12009.41
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2014,CO2,411734972.20
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2014,CH4,1060932.02
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2014,N2O,2983758.26
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2014,CO2,17584314.46
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2014,CH4,27095686.16
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2014,N2O,22687.84
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2015,CO2,455222604.10
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2015,CH4,1112320.01
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2015,N2O,3053473.98
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2015,CO2,16126708.19
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2015,CH4,23901270.71
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2015,N2O,40613.39
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2016,CO2,483115848.80
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2016,CH4,1129598.01
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2016,N2O,2968728.92
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2016,CO2,18170112.73
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2016,CH4,24036067.68
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2016,N2O,49238.50
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2017,CO2,472949724.50
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2017,CH4,1113675.92
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2017,N2O,2846051.54
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2017,CO2,11002755.05
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2017,CH4,16774352.19
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2017,N2O,24183.80
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2018,CO2,476825717.80
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2018,CH4,1109933.29
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2018,N2O,2835744.28
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2018,CO2,11037220.74
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2018,CH4,15913105.31
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2018,N2O,16621.44
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2019,CO2,469493216.40
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2019,CH4,1075185.51
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2019,N2O,2591968.86
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2019,CO2,12399143.82
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2019,CH4,17021437.71
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2019,N2O,29602.97
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2020,CO2,385688688.90
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2020,CH4,938424.17
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2020,N2O,1938352.29
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2020,CO2,15786737.47
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2020,CH4,30946062.39
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2020,N2O,10943.64
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2021,CO2,423793448.90
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2021,CH4,1042111.35
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2021,N2O,2346990.44
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2021,CO2,17744534.68
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2021,CH4,33162754.55
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2021,N2O,11301.25
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2022,CO2,426779508.20
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2022,CH4,1053660.23
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleN2O,2022,N2O,2467579.35
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCO2,2022,CO2,22191336.69
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesCH4,2022,CH4,23373943.40
[1] Energía,[1B] Emisiones fugitivas provenientes de la fabricación de combustibles,[1B] Emisiones fugitivas provenientes de la fabricación de combustiblesN2O,2022,N2O,10264.41
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCO2,2023,CO2,418866295.20
[1] Energía,[1A] Actividades de quema del combustible,[1A] Actividades de quema del combustibleCH4,2023,CH4,1207868.07
