mex_sector,mex_subsector,ID,year,Gas,value
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeNF3,1999,NF3,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventePFCs,1999,PFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeSF6,1999,SF6,0.00
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaHFCs,1999,HFCs,55.91
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaNF3,1999,NF3,217.06
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaPFCs,1999,PFCs,366.82
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaSF6,1999,SF6,105.61
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoHFCS,1999,HFCS,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoNF3,1999,NF3,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoPFCs,1999,PFCs,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoSF6,1999,SF6,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosHFCs,1999,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosNF3,1999,NF3,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosPFCs,1999,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosSF6,1999,SF6,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosHFCs,1999,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosNF3,1999,NF3,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosPFCs,1999,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosSF6,1999,SF6,68551.93
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesCO2,2000,CO2,26271927.19
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCH4,2000,CH4,223048.32
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCO2,2000,CO2,3244707.78
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaN2O,2000,N2O,550648.80
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCH4,2000,CH4,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCO2,2000,CO2,16470455.65
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeCO2,2000,CO2,232820.56
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaN2O,2000,N2O,43.12
[2] Procesos industriales y uso de productos,[2H] Otros,[2H] OtrosCO2,2000,CO2,39195.82
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesHFCs,2000,HFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesNF3,2000,NF3,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesPFCs,2000,PFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesSF6,2000,SF6,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaHFCs,2000,HFCs,1304336.16
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaNF3,2000,NF3,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaPFCs,2000,PFCs,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaSF6,2000,SF6,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesHFCs,2000,HFCs,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesNF3,2000,NF3,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesPFCs,2000,PFCs,568543.22
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesSF6,2000,SF6,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeHFCs,2000,HFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeNF3,2000,NF3,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventePFCs,2000,PFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeSF6,2000,SF6,0.00
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaHFCs,2000,HFCs,100.22
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaNF3,2000,NF3,389.11
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaPFCs,2000,PFCs,657.57
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaSF6,2000,SF6,189.32
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoHFCS,2000,HFCS,599119.93
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoNF3,2000,NF3,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoPFCs,2000,PFCs,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoSF6,2000,SF6,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosHFCs,2000,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosNF3,2000,NF3,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosPFCs,2000,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosSF6,2000,SF6,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosHFCs,2000,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosNF3,2000,NF3,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosPFCs,2000,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosSF6,2000,SF6,71858.57
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesCO2,2001,CO2,28595829.70
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCH4,2001,CH4,206483.08
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCO2,2001,CO2,2714715.97
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaN2O,2001,N2O,462568.37
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCH4,2001,CH4,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCO2,2001,CO2,13500224.23
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeCO2,2001,CO2,205188.41
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaN2O,2001,N2O,62.19
[2] Procesos industriales y uso de productos,[2H] Otros,[2H] OtrosCO2,2001,CO2,48538.05
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesHFCs,2001,HFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesNF3,2001,NF3,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesPFCs,2001,PFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesSF6,2001,SF6,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaHFCs,2001,HFCs,969402.24
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaNF3,2001,NF3,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaPFCs,2001,PFCs,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaSF6,2001,SF6,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesHFCs,2001,HFCs,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesNF3,2001,NF3,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesPFCs,2001,PFCs,346041.38
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesSF6,2001,SF6,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeHFCs,2001,HFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeNF3,2001,NF3,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventePFCs,2001,PFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeSF6,2001,SF6,0.00
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaHFCs,2001,HFCs,144.54
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaNF3,2001,NF3,561.16
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaPFCs,2001,PFCs,948.32
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaSF6,2001,SF6,273.03
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoHFCS,2001,HFCS,780577.26
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoNF3,2001,NF3,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoPFCs,2001,PFCs,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoSF6,2001,SF6,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosHFCs,2001,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosNF3,2001,NF3,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosPFCs,2001,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosSF6,2001,SF6,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosHFCs,2001,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosNF3,2001,NF3,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosPFCs,2001,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosSF6,2001,SF6,75809.68
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesCO2,2002,CO2,26797671.39
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCH4,2002,CH4,193588.62
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCO2,2002,CO2,2635800.61
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaN2O,2002,N2O,317918.12
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCH4,2002,CH4,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCO2,2002,CO2,13614755.59
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeCO2,2002,CO2,211246.78
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaN2O,2002,N2O,81.26
[2] Procesos industriales y uso de productos,[2H] Otros,[2H] OtrosCO2,2002,CO2,39891.73
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesHFCs,2002,HFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesNF3,2002,NF3,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesPFCs,2002,PFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesSF6,2002,SF6,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaHFCs,2002,HFCs,1496764.32
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaNF3,2002,NF3,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaPFCs,2002,PFCs,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaSF6,2002,SF6,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesHFCs,2002,HFCs,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesNF3,2002,NF3,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesPFCs,2002,PFCs,262050.75
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesSF6,2002,SF6,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeHFCs,2002,HFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeNF3,2002,NF3,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventePFCs,2002,PFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeSF6,2002,SF6,0.00
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaHFCs,2002,HFCs,188.85
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaNF3,2002,NF3,733.21
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaPFCs,2002,PFCs,1239.08
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaSF6,2002,SF6,356.74
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoHFCS,2002,HFCS,974802.60
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoNF3,2002,NF3,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoPFCs,2002,PFCs,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoSF6,2002,SF6,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosHFCs,2002,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosNF3,2002,NF3,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosPFCs,2002,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosSF6,2002,SF6,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosHFCs,2002,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosNF3,2002,NF3,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosPFCs,2002,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosSF6,2002,SF6,86076.57
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesCO2,2003,CO2,25412238.16
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCH4,2003,CH4,193447.38
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCO2,2003,CO2,2491372.90
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaN2O,2003,N2O,330885.36
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCH4,2003,CH4,2555.98
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCO2,2003,CO2,16900008.30
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeCO2,2003,CO2,202795.24
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaN2O,2003,N2O,100.33
[2] Procesos industriales y uso de productos,[2H] Otros,[2H] OtrosCO2,2003,CO2,40700.04
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesHFCs,2003,HFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesNF3,2003,NF3,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesPFCs,2003,PFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesSF6,2003,SF6,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaHFCs,2003,HFCs,1548199.52
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaNF3,2003,NF3,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaPFCs,2003,PFCs,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaSF6,2003,SF6,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesHFCs,2003,HFCs,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesNF3,2003,NF3,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesPFCs,2003,PFCs,167981.25
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesSF6,2003,SF6,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeHFCs,2003,HFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeNF3,2003,NF3,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventePFCs,2003,PFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeSF6,2003,SF6,0.00
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaHFCs,2003,HFCs,233.17
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaNF3,2003,NF3,905.26
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaPFCs,2003,PFCs,1529.83
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaSF6,2003,SF6,440.45
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoHFCS,2003,HFCS,1192618.27
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoNF3,2003,NF3,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoPFCs,2003,PFCs,0.00
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoSF6,2003,SF6,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosHFCs,2003,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosNF3,2003,NF3,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosPFCs,2003,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G4] Otros,[2G4] OtrosSF6,2003,SF6,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosHFCs,2003,HFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosNF3,2003,NF3,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosPFCs,2003,PFCs,0.00
[2] Procesos industriales y uso de productos,[2G] Manufactura y utilización de otros productos,[2G] Manufactura y utilización de otros productosSF6,2003,SF6,96930.16
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesCO2,2004,CO2,32956260.37
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCH4,2004,CH4,195420.49
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaCO2,2004,CO2,2693470.61
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaN2O,2004,N2O,330274.80
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCH4,2004,CH4,2707.95
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesCO2,2004,CO2,17830400.29
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeCO2,2004,CO2,206371.93
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaN2O,2004,N2O,104.75
[2] Procesos industriales y uso de productos,[2H] Otros,[2H] OtrosCO2,2004,CO2,48033.86
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesHFCs,2004,HFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesNF3,2004,NF3,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesPFCs,2004,PFCs,0.00
[2] Procesos industriales y uso de productos,[2A] Industria de los minerales,[2A] Industria de los mineralesSF6,2004,SF6,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaHFCs,2004,HFCs,1548199.52
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaNF3,2004,NF3,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaPFCs,2004,PFCs,0.00
[2] Procesos industriales y uso de productos,[2B] Industria química,[2B] Industria químicaSF6,2004,SF6,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesHFCs,2004,HFCs,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesNF3,2004,NF3,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesPFCs,2004,PFCs,0.00
[2] Procesos industriales y uso de productos,[2C] Industria de los metales,[2C] Industria de los metalesSF6,2004,SF6,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeHFCs,2004,HFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeNF3,2004,NF3,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventePFCs,2004,PFCs,0.00
[2] Procesos industriales y uso de productos,[2D] Uso de productos no energéticos de combustibles y de solvente,[2D] Uso de productos no energéticos de combustibles y de solventeSF6,2004,SF6,0.00
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaHFCs,2004,HFCs,243.44
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaNF3,2004,NF3,945.14
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaPFCs,2004,PFCs,1597.23
[2] Procesos industriales y uso de productos,[2E] Industria electrónica,[2E] Industria electrónicaSF6,2004,SF6,459.85
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoHFCS,2004,HFCS,1444658.89
[2] Procesos industriales y uso de productos,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozono,[2F] Uso de productos sustitutos de las sustancias que agotan la capa de ozonoNF3,2004,NF3,0.00
