sector,subsector,transformer_code,transformer_name,transformer_description,transformer_unit,maximum_magnitude,strategy_PFLO_1,strategy_PFLO_NDC_ALL_2,strategy_PFLO_NDC_ALL_3,strategy_PFLO_NDC_ALL_4,strategy_PFLO_NDC_ALL_5,year
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.010714285714285714,0.010714285714285714,0.010714285714285714,0.010714285714285714,2029
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.02142857142857143,0.02142857142857143,0.02142857142857143,0.02142857142857143,2030
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.03214285714285714,0.03214285714285714,0.03214285714285714,0.03214285714285714,2031
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.04285714285714286,0.04285714285714286,0.04285714285714286,2032
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,2033
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.06428571428571428,0.06428571428571428,0.06428571428571428,0.06428571428571428,2034
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.075,0.075,0.075,0.075,2035
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,2036
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.09642857142857142,0.09642857142857142,0.09642857142857142,0.09642857142857142,2037
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,2038
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.11785714285714287,0.11785714285714287,0.11785714285714287,0.11785714285714287,2039
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.12857142857142856,2040
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.1392857142857143,0.1392857142857143,0.1392857142857143,0.1392857142857143,2041
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,2042
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.16071428571428573,2043
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.17142857142857143,2044
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.18214285714285716,0.18214285714285716,0.18214285714285716,0.18214285714285716,2045
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.19285714285714284,0.19285714285714284,0.19285714285714284,0.19285714285714284,2046
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.20357142857142857,0.20357142857142857,0.20357142857142857,0.20357142857142857,2047
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,2048
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.225,0.225,0.225,0.225,2049
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.23571428571428574,0.23571428571428574,0.23571428571428574,0.23571428571428574,2050
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.24642857142857147,0.24642857142857147,0.24642857142857147,0.24642857142857147,2051
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,2052
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.26785714285714285,0.26785714285714285,0.26785714285714285,0.26785714285714285,2053
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.2785714285714286,0.2785714285714286,0.2785714285714286,0.2785714285714286,2054
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.2892857142857143,0.2892857142857143,0.2892857142857143,0.2892857142857143,2055
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,2056
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.3107142857142857,0.3107142857142857,0.3107142857142857,0.3107142857142857,2057
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.32142857142857145,2058
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.3321428571428572,0.3321428571428572,0.3321428571428572,0.3321428571428572,2059
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.34285714285714286,2060
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.3535714285714286,0.3535714285714286,0.3535714285714286,0.3535714285714286,2061
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.3642857142857143,0.3642857142857143,0.3642857142857143,0.3642857142857143,2062
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.375,0.375,2063
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.3857142857142857,0.3857142857142857,0.3857142857142857,0.3857142857142857,2064
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.3964285714285714,0.3964285714285714,0.3964285714285714,0.3964285714285714,2065
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.40714285714285714,0.40714285714285714,0.40714285714285714,0.40714285714285714,2066
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.41785714285714287,0.41785714285714287,0.41785714285714287,0.41785714285714287,2067
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,2068
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.4392857142857143,0.4392857142857143,0.4392857142857143,0.4392857142857143,2069
0.0,0.0,TFR:AGRC:DEC_CH4_RICE,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.45,2070
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,2029
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,2030
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,2031
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,2032
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.05952380952380952,0.05952380952380952,0.05952380952380952,0.05952380952380952,2033
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,2034
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,2035
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,2036
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,2037
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.11904761904761904,0.11904761904761904,0.11904761904761904,2038
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096,2039
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,2040
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.15476190476190477,0.15476190476190477,0.15476190476190477,0.15476190476190477,2041
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,2042
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.17857142857142858,2043
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.19047619047619047,2044
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.20238095238095238,0.20238095238095238,0.20238095238095238,0.20238095238095238,2045
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,2046
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.2261904761904762,0.2261904761904762,0.2261904761904762,0.2261904761904762,2047
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,2048
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2049
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.2619047619047619,0.2619047619047619,0.2619047619047619,0.2619047619047619,2050
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.27380952380952384,0.27380952380952384,0.27380952380952384,0.27380952380952384,2051
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,2052
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.2976190476190476,0.2976190476190476,0.2976190476190476,0.2976190476190476,2053
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.30952380952380953,0.30952380952380953,0.30952380952380953,0.30952380952380953,2054
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.32142857142857145,2055
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2056
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.34523809523809523,0.34523809523809523,0.34523809523809523,0.34523809523809523,2057
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,2058
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.36904761904761907,0.36904761904761907,0.36904761904761907,0.36904761904761907,2059
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.38095238095238093,2060
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.39285714285714285,2061
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.40476190476190477,0.40476190476190477,0.40476190476190477,0.40476190476190477,2062
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,2063
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,2064
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.44047619047619047,0.44047619047619047,0.44047619047619047,0.44047619047619047,2065
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.4523809523809524,0.4523809523809524,0.4523809523809524,2066
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.4642857142857143,2067
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.47619047619047616,2068
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.4880952380952381,0.4880952380952381,0.4880952380952381,0.4880952380952381,2069
0.0,0.0,TFR:AGRC:DEC_EXPORTS,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,2070
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.007142857142857142,0.007142857142857142,0.007142857142857142,0.007142857142857142,2029
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.014285714285714284,0.014285714285714284,0.014285714285714284,0.014285714285714284,2030
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.021428571428571425,0.021428571428571425,0.021428571428571425,0.021428571428571425,2031
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.028571428571428567,0.028571428571428567,0.028571428571428567,0.028571428571428567,2032
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,2033
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.04285714285714285,0.04285714285714285,0.04285714285714285,0.04285714285714285,2034
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.049999999999999996,0.049999999999999996,0.049999999999999996,0.049999999999999996,2035
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.057142857142857134,0.057142857142857134,0.057142857142857134,0.057142857142857134,2036
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.06428571428571428,0.06428571428571428,0.06428571428571428,0.06428571428571428,2037
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,2038
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.07857142857142857,0.07857142857142857,0.07857142857142857,0.07857142857142857,2039
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.0857142857142857,0.0857142857142857,0.0857142857142857,0.0857142857142857,2040
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.09285714285714286,0.09285714285714286,0.09285714285714286,0.09285714285714286,2041
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.09999999999999999,2042
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10714285714285714,2043
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.11428571428571427,0.11428571428571427,0.11428571428571427,0.11428571428571427,2044
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.12142857142857143,0.12142857142857143,0.12142857142857143,0.12142857142857143,2045
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.12857142857142856,2046
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1357142857142857,0.1357142857142857,0.1357142857142857,0.1357142857142857,2047
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,2048
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.15,2049
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.15714285714285714,0.15714285714285714,0.15714285714285714,0.15714285714285714,2050
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.16428571428571428,0.16428571428571428,0.16428571428571428,0.16428571428571428,2051
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.1714285714285714,0.1714285714285714,0.1714285714285714,0.1714285714285714,2052
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.17857142857142858,2053
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.18571428571428572,0.18571428571428572,0.18571428571428572,0.18571428571428572,2054
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.19285714285714287,0.19285714285714287,0.19285714285714287,0.19285714285714287,2055
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,2056
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.20714285714285713,0.20714285714285713,0.20714285714285713,0.20714285714285713,2057
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,2058
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.22142857142857145,0.22142857142857145,0.22142857142857145,0.22142857142857145,2059
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.22857142857142854,0.22857142857142854,0.22857142857142854,0.22857142857142854,2060
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.2357142857142857,0.2357142857142857,0.2357142857142857,0.2357142857142857,2061
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.24285714285714285,0.24285714285714285,0.24285714285714285,0.24285714285714285,2062
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,2063
0.0,0.0,TFR:AGRC:DEC_LOSSES_SUPPLY_CHAIN,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571,2064
